---,Name,ShortDesc,LongDesc,Icon,ItemClass,BuildingClass,VisualObject,ActionBlueprint_Use,MaxStackSize,EquipLocation,GUICategory,ArmourValue,ArmorType,SoundPhysicalSurface,WeaponType,WeaponArcheType,CompatableAmmunitions,SoundTransmitterType,KnockbackResponseWeapon,WeaponStaminaAttackSingleBasic,WeaponStaminaAttackSingleSpecial,WeaponStaminaAttackDualBasic,WeaponStaminaAttackDualSpecial,WeaponStaminaHeavyChargedRegenModifier,WeaponSpeedHeavyChargedModifier,EncumbranceWeight,ConeAngle,ConeMaxDistance,DamageHealthLight_OnHit,DamageHealthHeavy_OnHit,DamageStaminaLight_OnHit,DamageStaminaHeavy_OnHit,DamageHealthLight_OnBlock,DamageHealthHeavy_OnBlock,DamageStaminaLight_OnBlock,DamageStaminaHeavy_OnBlock,HarvestDamage,WeaponUsage,MaxAttackReach,MinAttackReach,MinAttackDistance,WeaponEffectWidth,WeaponEffectHeight,ItemTier,ArmorPen,DamageConcussiveLightOnHit,DamageConcussiveHeavyOnHit,DamageConcussiveLightOnBlock,DamageConcussiveHeavyOnBlock,DamageTier,CoolDownTime,ReuseTime,SelectionWeight,KnockbackOffenseBasic,KnockbackOffenseSpecial,KnockbackOffenseBasicOnBlock,KnockbackOffenseSpecialOnBlock,KnockbackDefense,VisualStaticMesh,VisualSkeletalMesh,VisualDestructibleMesh,WeaponStatusDefault,WeaponStatusCurrent,WeaponStatusDecrement,PerishRate,PerishTo,MaxDurability,RepairItem1,RepairItem1_Amount,RepairItem1_Weight,RepairItem2,RepairItem2_Amount,RepairItem2_Weight,RepairItem3,RepairItem3_Amount,RepairItem3_Weight,AffectedByDamageTiers,BuildingPieceScore,BuildingMaxHealth,RepairXP,FirstModifier,SecondModifier,ThirdModifier,FourthModifier,FoodAmount,DrinkAmount,BurnTime,ItemFlags,ItemContainerSize,AvatarType,DyeColourID,WarPaintID,StaminaCostMultiplier,StaminaClimbingCostMultiplier,LeavesGhostItem,DLCPackage
53514,"NSLOCTEXT("""", ""ItemTable_53514_Name"", ""Fire Bolts"")","NSLOCTEXT("""", ""ItemTable_53514_ShortDesc"", ""Crossbow bolts with flammable tips "")","NSLOCTEXT("""", ""ItemTable_53514_LongDesc"", ""<span style=\""italic\"">Arus the watchman grasped his crossbow with shaky hands, and he felt beads of clammy perspiration on his skin as he stared at the unlovely corpse sprawling on the polished floor before him. It is not pleasant to come upon Death in a lonely place at midnight.</> - The God in the Bowl\n\nWithout bolts, a crossbow is just a really poorly shaped club."")","/Game/UI/Textures/Icons/icon_fire_bolt.icon_fire_bolt","/Game/Items/Weapons/Crossbow/BP_Item_CrossbowProjectileBase.BP_Item_CrossbowProjectileBase_C","None","/Game/Items/Weapons/Crossbow/BP_Visual_CrossbowProjectileBase.BP_Visual_CrossbowProjectileBase_C","None","100","0","Consumable","0.000000","0","8","None","Ammunition","","23","False","0","0","0","0","0.000000","0.000000","0.500000","0.000000","0.000000","9","9","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","4","0.081000","0","0","0","0","Stone","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Crossbow/SM_crossbow_arrow_fire_1.SM_crossbow_arrow_fire_1","None","/Game/Items/Weapons/Crossbow/SM_crossbow_arrow_fire_1_DM.SM_crossbow_arrow_fire_1_DM","0","0","0","0.000000","0","-1.000000","0","0","0","11502","2","1","14171","8","1","0","0","0","262.000000","NSLOCTEXT("""", ""ItemTable_53514_FirstModifier"", ""High Grade"")","NSLOCTEXT("""", ""ItemTable_53514_SecondModifier"", ""Projectile"")","","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","True","None"
89103,"NSLOCTEXT("""", ""ItemTable_89103_Name"", ""Firebowl Cauldron"")","NSLOCTEXT("""", ""ItemTable_89103_ShortDesc"", ""A cauldron for mixing concoctions"")","NSLOCTEXT("""", ""ItemTable_89103_LongDesc"", ""<span style=\""italic\"">On the ivory throne-seat Tascela lolled. Bronze bowls of incense rolled their spirals about her; the wisps of smoke curled about her naked limbs like caressing fingers.</> - Red Nails\n\nThe humble cauldron is conventionally used by chefs to create meals.  However, the versatility of the cauldorn means that it is also sought after by alchemists and sorcerers who concoct strange experiments.\n\nSmelting catalysts such as Steelfire, can only be created by an alchemist who knows the particular combination of ingredients.\n\nThis particular type of cauldron was first used commonly in Vendhya."")","/Game/UI/Textures/Icons/icon_mixer.icon_mixer","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_CraftingStation_Mixer.BP_PL_CraftingStation_Mixer_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","10.000000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","11501","38","1","0","0","0","0","0","0","30","0","5000","472.000000","","","","","0","0","0.000000","1","15","None","-1","-1","1.000000","1.000000","False","None"
80742,"NSLOCTEXT("""", ""ItemTable_80742_Name"", ""Fireplace and Hearth"")","NSLOCTEXT("""", ""ItemTable_80742_ShortDesc"", ""A crackling place of warmth and welcoming"")","NSLOCTEXT("""", ""ItemTable_80742_LongDesc"", ""<span style=\""italic\"">\'Logs flamed in the wide fireplace, for there was a frosty edge to the air, and a great meat pasty in a stone platter stood smoking on a broad mahogany board.\'</> - The Hour of the Dragon\n\nFew things warm the body and the soul, as a proper fireplace and the welcoming spirit of the hearth. How civilized."")","/Game/UI/Textures/Icons/icon_fireplace_heart.icon_fireplace_heart","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_Fireplace.BP_PL_Fireplace_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","50.000000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","16012","18","1","11502","15","1","0","0","0","30","0","25000","17634.000000","","","","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
18075,"NSLOCTEXT("""", ""ItemTable_18075_Name"", ""Firewater"")","NSLOCTEXT("""", ""ItemTable_18075_ShortDesc"", ""Tastes like death, but packs a kick"")","NSLOCTEXT("""", ""ItemTable_18075_LongDesc"", ""<span style=\""italic\"">They\'ll be Lying around too drunk to move by this time. If I had a hundred men I could wipe out the whole horde.</> - The Black Stranger\n\nThe term is used for too wide an array of strong drinks, of various qualities, often made from whatever is on hand. With any luck, the drinker will spend the night drunk and not wake up blind. It certainly heats the tongue."")","/Game/UI/Textures/Icons/icon_firewater.icon_firewater","/Game/Items/Hunger/BPGameItemFood_Brewing_Firewater.BPGameItemFood_Brewing_Firewater_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","Material","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","2.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","0.000000","18211","1","1","14171","8","1","18001","4","1","0","0","0","159.000000","NSLOCTEXT("""", ""ItemTable_18075_FirstModifier"", ""Low Grade"")","NSLOCTEXT("""", ""ItemTable_18075_SecondModifier"", ""Consumable"")","","","0","5","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
30015,"NSLOCTEXT("""", ""ItemTable_30015_Name"", ""First Mate\'s Report"")","NSLOCTEXT("""", ""ItemTable_30015_ShortDesc"", ""A brief report about desertions from the Black Hand"")","NSLOCTEXT("""", ""ItemTable_30015_LongDesc"", ""As ordered, we tracked the deserters into the southern desert. We found Old Colby here hidden in the \nshelter of a rocky outcrop, muttering to himself. Of the others, there was no sign.\nI asked Colby to tell me what happened, and I got this wild tale which I have written down in full.\n\n\""We weren\'t desertin\', we was off huntin\' for treasure! Jacoby had it in \'is mind that them broodin\' \nruins, the ones that the bracelet calls The Observatory was full of treasures. \nJacoby got me and the boys to follow along, an\' he took us to the cliff with a length o\' stout rope an\' a \nplan to go climbin\'.\nWell, the ascent was steep an\' dangerous, on account of us doin\' it during the nighttime to avoid them \ncannibals as haunts the area, but we picked a nice clear night with a full moon and got ourselves to the \nvery top.\nI gotta say, I didna like them ruins from the moment we got there. Just a pile o black brooding stone in \nthe moonlight and no treasure in sight.\nJacoby starts poking around, lookin for the treasure an all and he uncovers one of them glowing tablets. \nThat voice - you know the one - starts talkin\' about constellations and star signs and the crew starts \nswearin\' and cursin Jacoby for dragging us up for nothin and then it came...\nI ain\'t ever seen anything like it, mate. It had skin like a plague corpse and black bristlin\' fur. It\'s red eyes \nwere glowin\' like the coals of hell and when it reared up, the wings blotted out the moonlight.\nIt took Jacoby first, just snappin forward and tearing \'is head clean off.\nMe and the boys were screamin\' and scramblin\', trying to reach the rope and get down afore this beasty \ncould take us.\nI got to the rope and started slidin\' down, burnin\' my hands as I went. Above, I could hear the screamin\' \nand snapping and warm blood was a rainin\' from the sky. The rope was swayin\' and slappin\' me into the \ncliffface and I was scramblin\' and then... it let go.\nI fell and I fell, but I crashed into the top of a tree and I passed out.\nWhen I awoke, I was alone out here in the desert, with a sandstorm sweepin\' in. I got meself to some \nshelter and then you found me here.\""\n\nI\'m bringing Colby back to the ship for judgement. Personally, I think we can hang him from the edge. \nHe\'s obviously lying to protect the others."")","/Game/UI/Textures/Icons/icon_scrawled_note.icon_scrawled_note","/Script/ConanSandbox.GameItem","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","1","0","Consumable","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","0.010000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","0","0","0","0","0","0","0","0","0","0","0","0","0.000000","","","","","0","0","0.000000","4","0","None","-1","-1","1.000000","1.000000","False","None"
18301,"NSLOCTEXT("""", ""ItemTable_18301_Name"", ""Fish Gill Potion"")","NSLOCTEXT("""", ""ItemTable_18301_ShortDesc"", ""A potion that increases underwater breathing time"")","NSLOCTEXT("""", ""ItemTable_18301_LongDesc"", ""This potion, made from gently glowing plants, allows the imbiber to spend more time underwater. None are truly sure of how the mechanism works, but it is well known to bandits in Kush, who chew a paste made of the same plants before lying in ambush beneath the waters of rivers that run beside major trade routes."")","/Game/UI/Textures/Icons/icon_underwaterbreathing_potion.icon_underwaterbreathing_potion","/Game/Items/Hunger/BPGameItemFood_WaterBreathing_Improved.BPGameItemFood_WaterBreathing_Improved_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","Consumable","0.000000","0","2","None","None","","0","False","0","0","0","0","0.000000","0.000000","2.500000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","-1","0.000000","14201","1","1","0","0","0","11084","1","1","0","0","0","190.000000","","","","","0","0","0.000000","33","0","None","-1","-1","1.000000","1.000000","False","None"
18199,"NSLOCTEXT("""", ""ItemTable_18199_Name"", ""Fish Strips"")","NSLOCTEXT("""", ""ItemTable_18199_ShortDesc"", ""Cooked strips of fish"")","NSLOCTEXT("""", ""ItemTable_18199_LongDesc"", ""Both the savage and the civilized mouth water when strips of meat sizzle and hiss on the skewer."")","/Game/UI/Textures/Icons/icon_meat_strips.icon_meat_strips","/Game/Items/Hunger/BPGameItemFood.BPGameItemFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","50","0","Consumable","0.000000","0","2","None","None","","0","False","0","0","0","0","0.000000","0.000000","0.100000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.138890","13599","100.000000","18010","1","1","18011","1","1","0","0","0","0","0","0","3.000000","NSLOCTEXT("""", ""ItemTable_18199_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_18199_SecondModifier"", ""Consumable"")","","","70","-2","560.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
18502,"NSLOCTEXT("""", ""ItemTable_18502_Name"", ""Fish Trap"")","NSLOCTEXT("""", ""ItemTable_18502_ShortDesc"", ""A woven trap for fishing"")","NSLOCTEXT("""", ""ItemTable_18502_LongDesc"", ""Much of humanity\'s earliest exercises in cunning and ingenuity came from staring at the water and devising an easier way to catch fish. Traps and nets are woven from various, tough fibers, and aid in man\'s pursuit of tasty fish."")","/Game/UI/Textures/Icons/icon_fishing_trap.icon_fishing_trap","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_Crafting_FishNet.BP_PL_Crafting_FishNet_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","2","None","None","","0","False","0","0","0","0","0.000000","0.000000","5.000000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","10012","10","1","0","0","0","0","0","0","30","0","300","0.000000","","","","","0","0","0.000000","1","5","None","-1","-1","1.000000","1.000000","False","None"
82060,"NSLOCTEXT("""", ""ItemTable_82060_Name"", ""Fish Trophy"")","NSLOCTEXT("""", ""ItemTable_82060_ShortDesc"", ""A dried and stuffed fish mounted on a wooden plack"")","NSLOCTEXT("""", ""ItemTable_82060_LongDesc"", ""Fishermen often keep their most memorable catch as a trophy. Some are kept for the memories, others to impress, and yet others are kept for the sole reason of having something on the wall. Looking at this piece, you cannot help but wonder what reason could possibly be behind this one."")","/Game/UI/Textures/Icons/icon_trophy_Fish.icon_trophy_Fish","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_W_Trophy_Fish2.BP_PL_W_Trophy_Fish2_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","20","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","8.000000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","2","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","18011","1","1","16021","1","1","0","0","0","0","0","1000","30.000000","","","","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
80647,"NSLOCTEXT("""", ""ItemTable_80647_Name"", ""Flagon"")","NSLOCTEXT("""", ""ItemTable_80647_ShortDesc"", ""A vessel for holding questionable liquids"")","NSLOCTEXT("""", ""ItemTable_80647_LongDesc"", ""Hammered wood, banded with iron, this flagon is indistiguishable from thousands of the same found in dives and watering holes across Hyboria. A friend to cling to in dark times, a lover to kiss when lonely and a weapon to swing when the action starts, the humble flagon has seen and been everywhere."")","/Game/UI/Textures/Icons/icon_Tavern_Inside_Cann.icon_Tavern_Inside_Cann","/Script/ConanSandbox.BuildingItem","/Game/Systems/Building/Placeables/BP_PL_Pottery_11.BP_PL_Pottery_11_C","/Game/Items/GatheringResources/Rock1.Rock1_C","None","100","0","BuildingItem","0.000000","0","0","None","None","","0","False","0","0","0","0","0.000000","0.000000","1.000000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.000000","0","-1.000000","10011","8","1","0","0","0","0","0","0","30","0","25","10.000000","","","","","0","0","0.000000","5","0","None","-1","-1","1.000000","1.000000","False","None"
51186,"NSLOCTEXT("""", ""ItemTable_51186_Name"", ""Flanged Iron Mace"")","NSLOCTEXT("""", ""ItemTable_51186_ShortDesc"", ""A mace of unadorned iron"")","NSLOCTEXT("""", ""ItemTable_51186_LongDesc"", ""<span style=\""italic\""> Across the sea of heads and spears Conan\'s madmen saw Amalric\'s riders forging steadily through the rout, to the rise and fall of axes and maces, and a mad joy of victory exalted each man\'s heart and made his arm steel.</> - Black Colossus\n\nA refinement of the primitive clubs swung by god-fearing savages in the wild places of the world, the mace has found its place in a world of armored figures.\n\nCapable of shattering bones through armor and crumpling helmets, the mace is a preferred weapon against heavily armored foes. It bears no makers-mark and is made of untreated iron."")","/Game/UI/Textures/Icons/icon_iron_mace.icon_iron_mace","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Club/BP_club_1h.BP_club_1h_C","None","1","1","Weapon","0.000000","0","0","Mace","OneHanded","","13","False","5","5","0","0","0.000000","1.000000","4.100000","35.000000","250.000000","16","16","0","0","0","0","0","0","0","33","180.000000","0.000000","0.000000","0.000000","0.000000","2","0.162000","0","0","0","0","Iron","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Club/SM_iron_mace.SM_iron_mace","None","/Game/Items/Weapons/Club/SM_iron_mace_DM.SM_iron_mace_DM","0","0","0","0.000000","0","660.000000","11501","15","1","0","0","0","0","0","0","0","0","0","189.000000","NSLOCTEXT("""", ""ItemTable_51186_FirstModifier"", ""Mid Grade"")","NSLOCTEXT("""", ""ItemTable_51186_SecondModifier"", ""Weapon"")","NSLOCTEXT("""", ""ItemTable_51186_ThirdModifier"", ""Shieldsmash"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
18216,"NSLOCTEXT("""", ""ItemTable_18216_Name"", ""Flavored Gruel"")","NSLOCTEXT("""", ""ItemTable_18216_ShortDesc"", ""Gruel with a dash of flavor"")","NSLOCTEXT("""", ""ItemTable_18216_LongDesc"", ""Spices, ingredients, and oddities often get thrown into gruel to mask the fact that all one has to eat is gruel."")","/Game/UI/Textures/Icons/icon_flavored_gruel.icon_flavored_gruel","/Game/Items/Hunger/BPGameItemFood.BPGameItemFood_C","None","/Game/Items/GatheringResources/Rock1.Rock1_C","None","50","0","Consumable","0.000000","0","2","None","None","","0","False","0","0","0","0","0.000000","0.000000","0.100000","0.000000","0.000000","0","0","0","0","0","0","0","0","0","0","0.000000","0.000000","0.000000","0.000000","0.000000","1","0.000000","0","0","0","0","Default","0.000000","0.000000","0","0","0","0","0","0","None","None","None","0","0","0","0.005790","13597","100.000000","13540","1","1","18258","1","1","18264","2","1","0","0","0","1.000000","NSLOCTEXT("""", ""ItemTable_18216_FirstModifier"", ""Low Grade"")","NSLOCTEXT("""", ""ItemTable_18216_SecondModifier"", ""Consumable"")","","","3","25","160.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
51981,"NSLOCTEXT("""", ""ItemTable_51981_Name"", ""Flawless Acheronian Longsword"")","NSLOCTEXT("""", ""ItemTable_51981_ShortDesc"", ""A vicious sword made in the Acheronian style"")","NSLOCTEXT("""", ""ItemTable_51981_LongDesc"", ""<span style=\""italic\""> They stopped short. Conan faced them, not a naked man roused mazed and unarmed out of deep sleep to be butchered like a sheep, but a barbarian wide-awake and at bay, partly armored, and with his long sword in his hand.</>\nThe Phoenix on the Sword\n\nLongsword has become a catch-all phrase for the mongrel swords of a thousand different makes that don\'t align easily with one simple classification.\n\nThis weapon is forged in the style of ancient Acheron, a kingdom of sorcerers that dominated the northern kingdoms over three thousand years ago. Scholars have noted that the Acheronian stlye bears a striking similarity to that of the mysterious pre-human race that one ruled what is modern-day Stygia."")","/Game/UI/Textures/Icons/icon_acheron_sword.icon_acheron_sword","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Sword1h/sword1h.sword1h_C","None","1","1","Weapon","0.000000","0","0","Sword","OneHanded","","2","False","5","5","0","0","0.000000","1.000000","2.700000","35.000000","250.000000","45","45","0","0","0","0","0","0","0","33","180.000000","0.000000","0.000000","0.000000","0.000000","4","0.100000","0","0","0","0","Steel","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Sword1h/SM_1h_acheron_sword.SM_1h_acheron_sword","None","/Game/Items/Weapons/Sword1h/SM_1h_acheron_sword_DM.SM_1h_acheron_sword_DM","0","0","0","0.000000","0","1170.000000","0","0","0","18062","19","1","0","0","0","0","0","0","19077.000000","NSLOCTEXT("""", ""ItemTable_51981_FirstModifier"", ""High Grade Flawless"")","NSLOCTEXT("""", ""ItemTable_51981_SecondModifier"", ""Weapon"")","NSLOCTEXT("""", ""ItemTable_51981_ThirdModifier"", ""Cripple"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
51990,"NSLOCTEXT("""", ""ItemTable_51990_Name"", ""Flawless Acheronian Shield"")","NSLOCTEXT("""", ""ItemTable_51990_ShortDesc"", ""A shield made from an Acheronian design"")","NSLOCTEXT("""", ""ItemTable_51990_LongDesc"", ""Most warriors prefer to carry a shield into battle if there is one available. The best blow is the one that misses, but the second-best blow is the one that you block.\n\nThis shield is forged in the style of ancient Acheron, a kingdom of sorcerers that dominated the northern kingdoms over three thousand years ago. Scholars have noted that the Acheronian style bears a striking similarity to that of the mysterious pre-human race that one ruled what is modern-day Stygia."")","/Game/UI/Textures/Icons/icon_acheronian_shield.icon_acheronian_shield","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Shield/BP_Shield_Weapon.BP_Shield_Weapon_C","None","1","2","Weapon","0.000000","0","0","Shield","Shield","","30","False","0","5","0","0","0.000000","1.000000","1.620000","0.000000","0.000000","39","39","0","0","0","0","0","0","0","37","0.000000","0.000000","0.000000","0.000000","0.000000","4","0.150000","0","0","0","0","Default","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Shield/SM_acheronian_shield.SM_acheronian_shield","None","/Game/Items/Weapons/Shield/SM_acheronian_shield_DM.SM_acheronian_shield_DM","0","0","0","0.000000","0","5200.000000","0","0","0","18062","19","1","0","0","0","0","0","0","19095.000000","NSLOCTEXT("""", ""ItemTable_51990_FirstModifier"", ""High Grade Flawless"")","NSLOCTEXT("""", ""ItemTable_51990_SecondModifier"", ""Shield"")","","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
51984,"NSLOCTEXT("""", ""ItemTable_51984_Name"", ""Flawless Acheronian Spear"")","NSLOCTEXT("""", ""ItemTable_51984_ShortDesc"", ""A vicious spear made in the Acheronian style"")","NSLOCTEXT("""", ""ItemTable_51984_LongDesc"", ""<span style=\""italic\"">The horde had formed into a huge wedge, of which the tip was the Stygians and the body, the mailed asshuri, flanked by the nomads. In close formation, shields lifted, they rolled onward, while behind them a tall figure in a motionless chariot lifted wide-robed arms in grisly invocation.</> - Black Colossus\n\nThis weapon is forged in the style of ancient Acheron, a kingdom of sorcerers that dominated the northern kingdoms over three thousand years ago. Scholars have noted that the Acheronian stlye bears a striking similarity to that of the mysterious pre-human race that one ruled what is modern-day Stygia."")","/Game/UI/Textures/Icons/icon_acheron_spear.icon_acheron_spear","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Spear2h/BP_spear_2h.BP_spear_2h_C","None","1","8","Weapon","0.000000","0","0","Spear2H","TwoHanded","","18","False","5","5","0","0","0.000000","1.000000","3.370000","35.000000","250.000000","45","45","0","0","0","0","0","0","0","33","300.000000","175.000000","0.000000","0.000000","0.000000","4","0.100000","0","0","0","0","Steel","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Spear2h/SM_2h_acheron_spear.SM_2h_acheron_spear","None","/Game/Items/Weapons/Spear2h/SM_2h_acheron_spear_DM.SM_2h_acheron_spear_DM","0","0","0","0.000000","0","1820.000000","0","0","0","18062","19","1","0","0","0","0","0","0","19087.000000","NSLOCTEXT("""", ""ItemTable_51984_FirstModifier"", ""High Grade Flawless"")","NSLOCTEXT("""", ""ItemTable_51984_SecondModifier"", ""Weapon"")","NSLOCTEXT("""", ""ItemTable_51984_ThirdModifier"", ""Reach"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
51987,"NSLOCTEXT("""", ""ItemTable_51987_Name"", ""Flawless Acheronian War-Axe"")","NSLOCTEXT("""", ""ItemTable_51987_ShortDesc"", ""A vicious war-axe made in the Acheronian style"")","NSLOCTEXT("""", ""ItemTable_51987_LongDesc"", ""This weapon is forged in the style of ancient Acheron, a kingdom of sorcerers that dominated the northern kingdoms over three thousand years ago. Scholars have noted that the Acheronian stlye bears a striking similarity to that of the mysterious pre-human race that one ruled what is modern-day Stygia."")","/Game/UI/Textures/Icons/icon_acheron_axe.icon_acheron_axe","/Game/Items/BPGameItemWeapon.BPGameItemWeapon_C","None","/Game/Items/Weapons/Axe/axe1h.axe1h_C","None","1","1","Weapon","0.000000","0","0","Axe","OneHanded","","9","False","5","5","0","0","0.000000","1.000000","3.100000","35.000000","250.000000","47","47","0","0","0","0","0","0","0","33","180.000000","0.000000","0.000000","0.000000","0.000000","4","0.000000","0","0","0","0","Steel","0.000000","0.000000","0","10","10","0","0","0","/Game/Items/Weapons/Axe/SM_acheron_axe.SM_acheron_axe","None","/Game/Items/Weapons/Axe/SM_acheron_axe_DM.SM_acheron_axe_DM","0","0","0","0.000000","0","1170.000000","0","0","0","18062","19","1","0","0","0","0","0","0","19077.000000","NSLOCTEXT("""", ""ItemTable_51987_FirstModifier"", ""High Grade Flawless"")","NSLOCTEXT("""", ""ItemTable_51987_SecondModifier"", ""Weapon"")","NSLOCTEXT("""", ""ItemTable_51987_ThirdModifier"", ""Shieldsmash"")","","0","0","0.000000","1","0","None","-1","-1","1.000000","1.000000","False","None"
