---,RecipeName,ShortDesc,RecipeType,TimeToCraft,Tier,CraftXP,CraftingStations,RequiredFuel,Icon,BuildingModule,DestroyStationOnComplete,Ingredient1ID,Ingredient1Quantity,Ingredient2ID,Ingredient2Quantity,Ingredient3ID,Ingredient3Quantity,Ingredient4ID,Ingredient4Quantity,Result1ID,Result1Quantity,Result2ID,Result2Quantity,ThrallRecipeFeatRequirement,IsThrallMachineRecipe,IsRecipeEnabled,MapMarkerIcon,ExilesJourneyTrigger,DLCPackage
11077,"NSLOCTEXT("""", ""RecipesTable_11077_RecipeName"", ""Potent Compost"")","NSLOCTEXT("""", ""RecipesTable_11077_ShortDesc"", ""A handful of odorous, yet powerful, matter"")","Material","240.000000","3","0","18519","0","/Game/UI/Textures/Icons/icon_potent_fertilizer.icon_potent_fertilizer","None","False","11076","2","11079","2","11102","2","0","0","11077","1","0","0","0","False","True","None","None","None"
11078,"NSLOCTEXT("""", ""RecipesTable_11078_RecipeName"", ""Bonemeal"")","NSLOCTEXT("""", ""RecipesTable_11078_ShortDesc"", ""A mixture of fine and coarse bone grindings"")","Material","2.000000","1","0","18510","0","/Game/UI/Textures/Icons/icon_crushed_dragonbone_powder.icon_crushed_dragonbone_powder","None","False","10021","1","0","0","0","0","0","0","11078","4","0","0","0","False","True","None","None","None"
11079,"NSLOCTEXT("""", ""RecipesTable_11079_RecipeName"", ""Bonemeal"")","NSLOCTEXT("""", ""RecipesTable_11079_ShortDesc"", ""A mixture of fine and coarse bone grindings"")","Material","5.000000","3","2","18510","0","/Game/UI/Textures/Icons/icon_crushed_dragonbone_powder.icon_crushed_dragonbone_powder","None","False","11071","1","0","0","0","0","0","0","11078","4","0","0","0","False","True","None","None","None"
11080,"NSLOCTEXT("""", ""RecipesTable_11080_RecipeName"", ""Frost Lotus Flower"")","NSLOCTEXT("""", ""RecipesTable_11080_ShortDesc"", ""Plucked from gently waving frost lotus"")","Material","1440.000000","3","0","18520","0","/Game/UI/Textures/Icons/icon_white_lotus_flower.icon_white_lotus_flower","None","False","11081","1","11077","1","0","0","0","0","11080","5","0","0","0","False","True","None","None","None"
11081,"NSLOCTEXT("""", ""RecipesTable_11081_RecipeName"", ""Bonemeal"")","NSLOCTEXT("""", ""RecipesTable_11081_ShortDesc"", ""A mixture of fine and coarse bone grindings"")","Material","5.000000","3","2","18510","0","/Game/UI/Textures/Icons/icon_crushed_dragonbone_powder.icon_crushed_dragonbone_powder","None","False","11072","1","0","0","0","0","0","0","11078","1","0","0","0","False","True","None","None","None"
11082,"NSLOCTEXT("""", ""RecipesTable_11082_RecipeName"", ""Bonemeal"")","NSLOCTEXT("""", ""RecipesTable_11082_ShortDesc"", ""A mixture of fine and coarse bone grindings"")","Material","5.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_crushed_dragonbone_powder.icon_crushed_dragonbone_powder","None","False","11062","1","0","0","0","0","0","0","11078","1","0","0","0","False","True","None","None","None"
11083,"NSLOCTEXT("""", ""RecipesTable_11083_RecipeName"", ""Purple Lotus Flower"")","NSLOCTEXT("""", ""RecipesTable_11083_ShortDesc"", ""Plucked from gently waving purple lotus"")","Material","1140.000000","3","0","18520","0","/Game/UI/Textures/Icons/icon_purple_lotus_flower.icon_purple_lotus_flower","None","False","11085","1","11077","1","0","0","0","0","11083","5","0","0","0","False","True","None","None","None"
11084,"NSLOCTEXT("""", ""RecipesTable_11084_RecipeName"", ""Purple Lotus Powder"")","NSLOCTEXT("""", ""RecipesTable_11084_ShortDesc"", ""A small bag of purple lotus powder"")","Material","5.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_purple_lotus_powder.icon_purple_lotus_powder","None","False","11083","1","0","0","0","0","0","0","11084","1","0","0","0","False","True","None","None","None"
11085,"NSLOCTEXT("""", ""RecipesTable_11085_RecipeName"", ""Bonemeal"")","NSLOCTEXT("""", ""RecipesTable_11085_ShortDesc"", ""A mixture of fine and coarse bone grindings"")","Material","5.000000","3","2","18510","0","/Game/UI/Textures/Icons/icon_crushed_dragonbone_powder.icon_crushed_dragonbone_powder","None","False","18050","1","0","0","0","0","0","0","11078","1","0","0","0","False","True","None","None","None"
11086,"NSLOCTEXT("""", ""RecipesTable_11086_RecipeName"", ""Black Lotus Flower"")","NSLOCTEXT("""", ""RecipesTable_11086_ShortDesc"", ""Plucked from deadly black lotus"")","Material","1140.000000","3","0","18520","0","/Game/UI/Textures/Icons/icon_black_lotus_flower.icon_black_lotus_flower","None","False","11088","1","11077","1","0","0","0","0","11086","5","0","0","0","False","True","None","None","None"
11087,"NSLOCTEXT("""", ""RecipesTable_11087_RecipeName"", ""Black Lotus Powder"")","NSLOCTEXT("""", ""RecipesTable_11087_ShortDesc"", ""A small bag of black lotus powder "")","Material","5.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_black_lotus_powder.icon_black_lotus_powder","None","False","11086","1","0","0","0","0","0","0","11087","1","0","0","0","False","True","None","None","None"
11088,"NSLOCTEXT("""", ""RecipesTable_11088_RecipeName"", ""Bonemeal"")","NSLOCTEXT("""", ""RecipesTable_11088_ShortDesc"", ""A mixture of fine and coarse bone grindings"")","Material","5.000000","3","2","18510","0","/Game/UI/Textures/Icons/icon_crushed_dragonbone_powder.icon_crushed_dragonbone_powder","None","False","18051","1","0","0","0","0","0","0","11078","2","0","0","0","False","True","None","None","None"
11089,"NSLOCTEXT("""", ""RecipesTable_11089_RecipeName"", ""Golden Lotus Flower"")","NSLOCTEXT("""", ""RecipesTable_11089_ShortDesc"", ""Plucked from gently waving golden lotus"")","Material","1140.000000","3","0","18520","0","/Game/UI/Textures/Icons/icon_golden_lotus_flower.icon_golden_lotus_flower","None","False","11090","1","11077","1","0","0","0","0","11089","5","0","0","0","False","True","None","None","None"
11090,"NSLOCTEXT("""", ""RecipesTable_11090_RecipeName"", ""Bonemeal"")","NSLOCTEXT("""", ""RecipesTable_11090_ShortDesc"", ""A mixture of fine and coarse bone grindings"")","Material","5.000000","3","2","18510","0","/Game/UI/Textures/Icons/icon_crushed_dragonbone_powder.icon_crushed_dragonbone_powder","None","False","18053","1","0","0","0","0","0","0","11078","2","0","0","0","False","True","None","None","None"
11091,"NSLOCTEXT("""", ""RecipesTable_11091_RecipeName"", ""Grey Lotus Flower"")","NSLOCTEXT("""", ""RecipesTable_11091_ShortDesc"", ""Plucked from the gray lotus plant"")","Material","1140.000000","3","0","18520","0","/Game/UI/Textures/Icons/icon_grey_lotus_flower.icon_grey_lotus_flower","None","False","11093","1","11077","1","0","0","0","0","11091","5","0","0","0","False","True","None","None","None"
11092,"NSLOCTEXT("""", ""RecipesTable_11092_RecipeName"", ""Grey Lotus Powder"")","NSLOCTEXT("""", ""RecipesTable_11092_ShortDesc"", ""A small pouch of gray lotus powder"")","Material","5.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_grey_lotus_powder.icon_grey_lotus_powder","None","False","11091","1","0","0","0","0","0","0","11092","1","0","0","0","False","True","None","None","None"
11093,"NSLOCTEXT("""", ""RecipesTable_11093_RecipeName"", ""Plant Fiber"")","NSLOCTEXT("""", ""RecipesTable_11093_ShortDesc"", ""Assorted stalks, leaves and sprigs torn from plants"")","Material","570.000000","3","0","18520","0","/Game/UI/Textures/Icons/icon_plant_fiber-1.icon_plant_fiber-1","None","False","13015","1","11076","1","0","0","0","0","12001","10","0","0","0","False","True","None","None","None"
11094,"NSLOCTEXT("""", ""RecipesTable_11094_RecipeName"", ""Strip Hide"")","NSLOCTEXT("""", ""RecipesTable_11094_ShortDesc"", ""The untreated skin of a beast"")","Material","5.000000","3","0","89201","0","/Game/UI/Textures/Icons/icon_convert_wolf_hide.icon_convert_wolf_hide","None","False","11069","1","0","0","0","0","0","0","12011","1","0","0","0","False","True","None","None","None"
11095,"NSLOCTEXT("""", ""RecipesTable_11095_RecipeName"", ""Strip Hide"")","NSLOCTEXT("""", ""RecipesTable_11095_ShortDesc"", ""Some creatures have thicker skins than others"")","Material","5.000000","3","0","89201","0","/Game/UI/Textures/Icons/icon_convert_bear_thick_hide.icon_convert_bear_thick_hide","None","False","11061","1","0","0","0","0","0","0","12012","1","0","0","0","False","True","None","None","None"
11096,"NSLOCTEXT("""", ""RecipesTable_11096_RecipeName"", ""Strip Hide"")","NSLOCTEXT("""", ""RecipesTable_11096_ShortDesc"", ""The untreated skin of a beast"")","Material","5.000000","3","0","89201","0","/Game/UI/Textures/Icons/icon_convert_bat_hide.icon_convert_bat_hide","None","False","11063","1","0","0","0","0","0","0","12011","2","0","0","0","False","True","None","None","None"
11097,"NSLOCTEXT("""", ""RecipesTable_11097_RecipeName"", ""Silver Dust"")","NSLOCTEXT("""", ""RecipesTable_11097_ShortDesc"", ""A pouch of silver dust"")","Material","10.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_silver_dust.icon_silver_dust","None","False","11065","1","0","0","0","0","0","0","11067","2","0","0","0","False","True","None","None","None"
11098,"NSLOCTEXT("""", ""RecipesTable_11098_RecipeName"", ""Gold Dust"")","NSLOCTEXT("""", ""RecipesTable_11098_ShortDesc"", ""A pouch of gold dust"")","Material","10.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_gold_dust.icon_gold_dust","None","False","11066","1","0","0","0","0","0","0","11068","2","0","0","0","False","True","None","None","None"
11099,"NSLOCTEXT("""", ""RecipesTable_11099_RecipeName"", ""Strip Hide"")","NSLOCTEXT("""", ""RecipesTable_11099_ShortDesc"", ""The untreated skin of a beast"")","Material","5.000000","3","0","89201","0","/Game/UI/Textures/Icons/icon_convert_reptile_hide.icon_convert_reptile_hide","None","False","12013","1","0","0","0","0","0","0","12011","2","0","0","0","False","True","None","None","None"
11100,"NSLOCTEXT("""", ""RecipesTable_11100_RecipeName"", ""Spice"")","NSLOCTEXT("""", ""RecipesTable_11100_ShortDesc"", ""Powdered, exotic flavors"")","Material","5.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_spice.icon_spice","None","False","11094","10","0","0","0","0","0","0","18264","1","0","0","0","False","True","None","None","None"
11101,"NSLOCTEXT("""", ""RecipesTable_11101_RecipeName"", ""Spice"")","NSLOCTEXT("""", ""RecipesTable_11101_ShortDesc"", ""Powdered, exotic flavors"")","Material","5.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_spice.icon_spice","None","False","11095","10","0","0","0","0","0","0","18264","1","0","0","0","False","True","None","None","None"
11102,"NSLOCTEXT("""", ""RecipesTable_11102_RecipeName"", ""Spice"")","NSLOCTEXT("""", ""RecipesTable_11102_ShortDesc"", ""Powdered, exotic flavors"")","Material","5.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_spice.icon_spice","None","False","11096","10","0","0","0","0","0","0","18264","1","0","0","0","False","True","None","None","None"
11103,"NSLOCTEXT("""", ""RecipesTable_11103_RecipeName"", ""Spice"")","NSLOCTEXT("""", ""RecipesTable_11103_ShortDesc"", ""Powdered, exotic flavors"")","Material","5.000000","3","0","18510","0","/Game/UI/Textures/Icons/icon_spice.icon_spice","None","False","11097","10","0","0","0","0","0","0","18264","1","0","0","0","False","True","None","None","None"
11104,"NSLOCTEXT("""", ""RecipesTable_11104_RecipeName"", ""Bracelet Mold"")","NSLOCTEXT("""", ""RecipesTable_11104_ShortDesc"", ""A mold for casting bracelets from precious metals "")","Material","30.000000","3","189","89301","0","/Game/UI/Textures/Icons/icon_bracelet_mould.icon_bracelet_mould","None","False","11501","15","0","0","0","0","0","0","11104","1","0","0","0","False","True","None","None","None"
11105,"NSLOCTEXT("""", ""RecipesTable_11105_RecipeName"", ""Anklet Mold"")","NSLOCTEXT("""", ""RecipesTable_11105_ShortDesc"", ""A mold for casting anklets from precious metals "")","Material","30.000000","3","189","89301","0","/Game/UI/Textures/Icons/icon_anklet_mould.icon_anklet_mould","None","False","11501","15","0","0","0","0","0","0","11105","1","0","0","0","False","True","None","None","None"
11106,"NSLOCTEXT("""", ""RecipesTable_11106_RecipeName"", ""Circlet Mold"")","NSLOCTEXT("""", ""RecipesTable_11106_ShortDesc"", ""A mold for casting circlets from precious metals "")","Material","30.000000","3","189","89301","0","/Game/UI/Textures/Icons/icon_circlet_mould.icon_circlet_mould","None","False","11501","15","0","0","0","0","0","0","11106","1","0","0","0","False","True","None","None","None"
11107,"NSLOCTEXT("""", ""RecipesTable_11107_RecipeName"", ""Earring Mold"")","NSLOCTEXT("""", ""RecipesTable_11107_ShortDesc"", ""A mold for casting earrings from precious metals "")","Material","30.000000","3","189","89301","0","/Game/UI/Textures/Icons/icon_earring_mould.icon_earring_mould","None","False","11501","15","0","0","0","0","0","0","11107","1","0","0","0","False","True","None","None","None"
11108,"NSLOCTEXT("""", ""RecipesTable_11108_RecipeName"", ""Insulated Wood"")","NSLOCTEXT("""", ""RecipesTable_11108_ShortDesc"", ""Wood treated with resin"")","Material","10.000000","3","6","89401","0","/Game/UI/Textures/Icons/icon_insultated_wood.icon_insultated_wood","None","False","18025","1","18030","1","0","0","0","0","11108","1","0","0","0","False","True","None","None","None"
11109,"NSLOCTEXT("""", ""RecipesTable_11109_RecipeName"", ""Extract Silk"")","NSLOCTEXT("""", ""RecipesTable_11109_ShortDesc"", ""A strong, light thread spun from gossamer"")","Material","20.000000","1","0","18512","0","/Game/UI/Textures/Icons/icon_silk.icon_silk","None","False","13012","10","0","0","0","0","0","0","12513","1","0","0","0","False","True","None","None","None"
11112,"NSLOCTEXT("""", ""RecipesTable_11112_RecipeName"", ""Purify blood"")","NSLOCTEXT("""", ""RecipesTable_11112_ShortDesc"", ""The crimson hued fluid of life"")","Material","0.000000","3","0","0","0","/Game/UI/Textures/Icons/icon_blood.icon_blood","None","False","11112","5","0","0","0","0","0","0","11079","1","55100","1","0","False","True","None","None","None"
11113,"NSLOCTEXT("""", ""RecipesTable_11113_RecipeName"", ""Aloe Leaves"")","NSLOCTEXT("""", ""RecipesTable_11113_ShortDesc"", ""This spiky plant has well known medicinal properties"")","Material","570.000000","3","0","18520","0","/Game/UI/Textures/Icons/icon_aloe_vera.icon_aloe_vera","None","False","11113","1","11076","1","0","0","0","0","14001","5","0","0","0","False","True","None","None","None"
11114,"NSLOCTEXT("""", ""RecipesTable_11114_RecipeName"", ""Short Handle"")","NSLOCTEXT("""", ""RecipesTable_11114_ShortDesc"", ""A handle required for crafting high end weapons"")","Material","10.000000","3","17","89401","0","/Game/UI/Textures/Icons/icon_handle_short.icon_handle_short","None","False","11108","2","12511","10","0","0","0","0","11114","1","0","0","0","False","True","None","None","None"
11115,"NSLOCTEXT("""", ""RecipesTable_11115_RecipeName"", ""Long Handle"")","NSLOCTEXT("""", ""RecipesTable_11115_ShortDesc"", ""A handle required for crafting high end weapons"")","Material","10.000000","3","26","89401","0","/Game/UI/Textures/Icons/icon_handle_long.icon_handle_long","None","False","11108","3","12512","10","0","0","0","0","11115","1","0","0","0","False","True","None","None","None"
11116,"NSLOCTEXT("""", ""RecipesTable_11116_RecipeName"", ""Shield Frame"")","NSLOCTEXT("""", ""RecipesTable_11116_ShortDesc"", ""A shield frame required for crafting high end shields"")","Material","10.000000","3","34","89201","0","/Game/UI/Textures/Icons/icon_frame_shield.icon_frame_shield","None","False","11108","4","14174","5","0","0","0","0","11116","1","0","0","0","False","True","None","None","None"
